Landmark_Name,Landmark_Alternate_Name,BuildType,USE_ORIG,Use_Second,Use_Tertia,Borough,Neighborhood,Address,latitude,longitude,geometry,FID,OBJECTID,Block,Lot,BBL_Code,Shape_Leng,Shape_Area,URL_IMAGE
General Ulysses S. Grant Tomb,now the General Grant National Memorial,Monument,"Civic, monument","","",Manhattan,Morningside Heights,Riverside Drive at West 122nd Street,40.813435,-73.96304,Point,806,471,1897,100,1018970100,738.94116,31176.613,http://www1.nyc.gov/assets/lpc/images/content/designations/0900.jpg
Jamaica Savings Bank,"",Bank,"Commercial, bank","","",Queens,Jamaica,161-02 Jamaica Avenue,40.703655,-73.798225,Point,1244,108,10101,9,4101010009,510.7666,7712.7017,http://www1.nyc.gov/assets/lpc/images/content/designations/2109.jpg
West Street Building,"",Office Building,"Commercial, office building","","",Manhattan,Battery Park City/Lower Manhattan,90 West Street and 140 Cedar Street,40.71,-74.01426,Point,1429,293,56,4,1000560004,581.8083,18654.588,http://www1.nyc.gov/assets/lpc/images/content/designations/1984.jpg
Somers Brothers Tinware Factory (later American Can Company),"",Factory,Industrial,"","",Brooklyn,Gowanus,"238-246 3rd Street, 365-379 3rd Avenue, and 232-236 3rd Street (aka 361-363 3rd Avenue)",40.674793,-73.9879,Point,303,0,980,8,3009800008,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2640.jpg
Old West Farms Soldiers' Cemetery,"",Cemetery,Cemetery,"","",The Bronx,East Tremont,2103 Bryant Avenue,40.843685,-73.87922,Point,488,955,3133,25,2031330025,690.50946,29409.64,http://www1.nyc.gov/assets/lpc/images/content/designations/0624.jpg
Macomb's Dam Bridge and 155th Street Viaduct,"",Bridge,"Infrastructure, bridge","","","","Central Harlem North/Polo Grounds, West Concourse","spanning the Harlem River between West 155th Street and Saint Nicholas Place, Manhattan, and Jerome Avenue and East 162nd Street, the Bronx",40.828793,-73.934,Point,610,1078,0,0,0,9273.206,297131.7,http://www1.nyc.gov/assets/lpc/images/content/designations/1629.jpg
Flatiron Building,"",Office Building,"Commercial, office building",Commercial,"",Manhattan,"Hudson Yards, Chelsea, Flatiron, Union Square",Broadway and Fifth Avenue at 23rd Street,40.741,-73.989655,Point,1440,304,851,1,1008510001,535.0796,10029.677,http://www1.nyc.gov/assets/lpc/images/content/designations/0219.jpg
Down Town Association Building,"",Club,"Institutional, private club","","",Manhattan,Financial District,60 Pine Street,40.706734,-74.00817,Point,1529,394,41,15,1000410015,417.1883,9220.771,http://www1.nyc.gov/assets/lpc/images/content/designations/1950.jpg
People's Trust Company Building,"",Bank,Bank,"","",Brooklyn,Brooklyn Heights,181 Montague Street,40.69439,-73.99198,Point,201,0,244,15,3002440015,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2586.jpg
Consolidated Edison Company Building,"",Skyscraper,"Commercial, office building","","",Manhattan,Union Square,4 Irving Place,40.734077,-73.98792,Point,143,1350,870,24,1008700024,1089.3756,69606.69,http://www1.nyc.gov/assets/lpc/images/content/designations/2313.jpg
Riverdale Presbyterian Chapel,now Edgehill Church of Spuyten Duyvil,Church,"Religious, church, Presbyterian","Religious, church, United Church of Christ","",The Bronx,Spuyten Duyvil,2550 Independence Avenue,40.880306,-73.92044,Point,503,970,5743,15,2057430015,348.49332,5888.175,http://www1.nyc.gov/assets/lpc/images/content/designations/1086.jpg
The Cyclone,"",Amuseument,"Recreational, amusement, roller coster","","",Brooklyn,Coney Island,834 Surf Avenue,40.574604,-73.97768,Point,663,1131,8697,4,3086970004,1065.6699,27205.588,http://www1.nyc.gov/assets/lpc/images/content/designations/1636.jpg
Fire Engine Company 55,"",Fire Station,"Civic, fire station","","",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",363 Broome Street,40.719822,-73.995766,Point,933,599,470,12,1004700012,261.81042,2580.7676,http://www1.nyc.gov/assets/lpc/images/content/designations/1987.jpg
Lawrence Graveyard,"",Cemetery,Cemetery,"","",Queens,"Bayside, Bayside Hills",216th Street at 42nd Avenue,40.76334,-73.76683,Point,1229,93,6290,100,4062900100,606.73553,22727.553,http://www1.nyc.gov/assets/lpc/images/content/designations/0630.jpg
Greenwich Savings Bank,"",Bank,"Commercial, bank","","",Manhattan,Midtown/Midtown South,1352-1362 Broadway,40.751465,-73.98715,Point,1417,281,812,29,1008120029,576.5914,18543.06,http://www1.nyc.gov/assets/lpc/images/content/designations/1766.jpg
Puck Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",295-309 Lafayette Street,40.72454,-73.9954,Point,1505,370,510,7502,1005107502,701.80286,24711.295,http://www1.nyc.gov/assets/lpc/images/content/designations/1226.jpg
William Ulmer Brewery Complex,"",Factory,"Industrial, factory, brewery","","",Brooklyn,Bushwick,"71-83 Beaver Street, 31-47 Belvidere Street, 26-28 Locust Street",40.69928,-73.93689,Point,140,1347,3135,0,0,1111.0621,25145.08,http://www1.nyc.gov/assets/lpc/images/content/designations/2280.jpg
18 Fulton Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,18 Fulton Street,40.70678,-74.003815,Point,537,1004,74,1,1000740001,98.55344,574.1891,http://www1.nyc.gov/assets/lpc/images/content/designations/0059.jpg
Saint Jean Baptiste Church,"",Church,"Religious, church, Roman Catholic","","",Manhattan,Upper East Side/Carnegie Hill,1067-1071 Lexington Avenue,40.772648,-73.96004,Point,807,472,1410,53,1014100053,608.0211,20808.785,http://www1.nyc.gov/assets/lpc/images/content/designations/0420.jpg
Union Theological Seminary,"encompassing Brown Memorial Tower, James Tower, and James Memorial Chapel",Church Seminary,"Religious, seminary, Protestant","","",Manhattan,Morningside Heights,Broadway and Niebuhr Place,40.811333,-73.962395,Point,8,1215,1992,13,1019920013,582.33136,8988.258,http://www1.nyc.gov/assets/lpc/images/content/designations/0595.jpg
New York City Police Headquarters,now the Police Building Apartments,Police Station,"Civic, police station",res,"",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",240 Centre Street,40.72017,-73.99792,Point,1260,124,472,7501,1004727501,954.0443,28965.857,http://www1.nyc.gov/assets/lpc/images/content/designations/0999.jpg
Fred F. French Building,"",Office Building,"Commercial, office building","","",Manhattan,Midtown/Midtown South,551 Fifth Avenue,40.755394,-73.978874,Point,1391,255,1281,1,1012810001,614.43225,20067.404,http://www1.nyc.gov/assets/lpc/images/content/designations/1415.jpg
Emmanuel Baptist Church,"",Church,"Religious, church, Baptist","Religious, school","",Brooklyn,Clinton Hill,279 Lafayette Avenue,40.68857,-73.96526,Point,403,869,1932,42,3019320042,556.36444,16854.768,http://www1.nyc.gov/assets/lpc/images/content/designations/0160.jpg
Gorham Building,"",Office Building,"Commercial, office building","","",Manhattan,Midtown/Midtown South,390 Fifth Avenue,40.749756,-73.98417,Point,1388,252,837,48,1008370048,561.9429,14354.413,http://www1.nyc.gov/assets/lpc/images/content/designations/2027.jpg
"New York Public Library, Woodstock Branch","",Library,"Civic, library","","",The Bronx,Morrisania,761 East 160th Street,40.8207,-73.90461,Point,479,946,2657,30,2026570030,392.4028,7359.597,http://www1.nyc.gov/assets/lpc/images/content/designations/2322.jpg
Second Battery Armory,"",Armory,"Civic, armory","","",The Bronx,"Morissania, Melrose",1122 Franklin Avenue,40.828167,-73.90527,Point,497,964,2613,1,2026130001,1078.3331,65864.086,http://www1.nyc.gov/assets/lpc/images/content/designations/1794.jpg
159-163 John Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,159-163 John Street,40.70653,-74.00413,Point,550,1017,74,1,1000740001,248.77777,3333.3723,http://www1.nyc.gov/assets/lpc/images/content/designations/0072.jpg
Mecca Temple,now the City Center 55th Street Theater,Club,"Institutional, private club","Commercial, Theater","",Manhattan,Midtown West/Theatre District,131 West 55th Street,40.76394,-73.9794,Point,1035,701,1008,15,1010080015,714.2465,26223.299,http://www1.nyc.gov/assets/lpc/images/content/designations/1234.jpg
Richmond Hill Republican Club,"",Club,"Institutional, club","","",Queens,Richmond Hill,86-15 Lefferts Boulevard,40.700916,-73.83102,Point,1234,98,9273,89,4092730089,359.39517,7886.572,http://www1.nyc.gov/assets/lpc/images/content/designations/2126.jpg
Louis H. Chalif Normal School of Dancing,"",School,"Institutional, school","","",Manhattan,Midtown West/Theatre District,163-165 West 57th Street,40.765533,-73.97931,Point,1470,335,1010,5,1010100005,290.93243,4203.174,http://www1.nyc.gov/assets/lpc/images/content/designations/2041.jpg
"Barkin, Levin & Company Office Pavilion","",Office Building,"Commercial, offices","","",Queens,Astoria,12-12 33rd Avenue,40.76611,-73.93544,Point,332,0,522,29,4005220029,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2675.jpg
Springs Mills Building,"",Office Building,"Commercial, office building","","",Manhattan,Midtown,104 West 40th Street,40.753475,-73.98589,Point,775,440,815,21,1008150021,645.14374,14954.483,http://www1.nyc.gov/assets/lpc/images/content/designations/2385.jpg
General Electric Building,"",Office Building,"Commercial, office building","","",Manhattan,Turtle Bay/East Midtown,570 Lexington Avenue,40.757088,-73.972404,Point,1068,734,1305,60,1013050060,551.48346,16481.977,http://www1.nyc.gov/assets/lpc/images/content/designations/1412.jpg
Flushing Town Hall,"designated as Flushing Municipal Courthouse, now Flushing Council on Culture and the Arts",City Hall,"Civic, city hall","Civic, courthouse","",Queens,Flushing,137-35 Northern Boulevard,40.76391,-73.83002,Point,1224,88,4960,1,4049600001,546.37256,18541.656,http://www1.nyc.gov/assets/lpc/images/content/designations/0139.jpg
Public School 39,also known as the Henry Bristow School,School,"Civic, school","","",Brooklyn,Park Slope,417 6th Avenue,40.668655,-73.98291,Point,385,851,1000,1,3010000001,569.08746,18716.48,http://www1.nyc.gov/assets/lpc/images/content/designations/0952.jpg
Eleventh Street Methodist Episcopal Chapel,"later People's Home Church and Settlement, now the Father's Heart Church",Church,"Religious, church, Methodist","","",Manhattan,Lower East Side,545-547 East 11th Street,40.727856,-73.979774,Point,938,604,405,39,1004050039,293.43274,4314.874,http://www1.nyc.gov/assets/lpc/images/content/designations/2398.jpg
Memorial Church of the Huguenots,now the Reformed Church of Huguenot Park,Church,"Religious, church","Religious, assembly hall","Civic, library",Staten Island,Prince's Bay,5475 Amboy Road,40.531883,-74.19244,Point,1194,58,6815,59,5068150059,896.9697,45261.51,http://www1.nyc.gov/assets/lpc/images/content/designations/1772.jpg
Bennett Building,"",Office Building,"Commercial, office building","","",Manhattan,Tribeca,99 Nassau Street,40.710526,-74.00772,Point,1519,384,89,1,1000890001,455.33026,10911.381,http://www1.nyc.gov/assets/lpc/images/content/designations/1937.jpg
840 Broadway Building,"",Apartments and Commercial,"Commercial, store and lofts","","",Manhattan,Union Square South,840 Broadway (aka 64-70 East 13th Street),40.733746,-73.99073,Point,288,0,564,41,1005640041,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2619.jpg
Montauk Paint Manufacturing Company Building,"",Factory,Industrial,"","",Brooklyn,Gowanus,170 2nd Avenue,40.67045,-73.99555,Point,302,0,1025,49,3010250049,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2641.jpg
Edgewater Village Hall,"",City Hall,"Civic, city hall","","",Staten Island,Edgewater,111 Canal Street in Tappan Park,40.626778,-74.077354,Point,713,1181,523,1,5005230001,274.74557,3725.7087,http://www1.nyc.gov/assets/lpc/images/content/designations/0350.jpg
City Bank-Farmers Trust Company Building,"",Office Building,"Commercial, office building","","",Manhattan,Financial District,20 Exchange Place,40.70547,-74.00957,Point,1253,117,27,7502,1000277502,682.81915,26353.69,http://www1.nyc.gov/assets/lpc/images/content/designations/1941.jpg
The Riverside Church,Designated,"",Church,"Religious, church","",1,Individual Landmark,490-498 Riverside Drive,40.81203,-73.96303,Point,106,1313,1991,32,1019910032,,999.95825,http://s-media.nyc.gov/agencies/lpc/lp/2037.pdf
Anshe Chesed Synagogue,later Anshe Slonim,Synagogue,"Religious, synagogue",Visual and performing arts center,"",Manhattan,Lower East Side,172-176 Norfolk Street,40.72115,-73.98567,Point,1370,234,355,41,1003550041,355.08023,7681.9697,http://www1.nyc.gov/assets/lpc/images/content/designations/1440.jpg
"New York Curb Exchange, incorporating the New York Curb Market Building",later known as the American Stock Exchange,Stock Exchange,"Commercial, stock exchange","","",Manhattan,"",86 Trinity Place,40.708767,-74.012825,Point,1458,322,51,13,1000510013,693.53156,27182.215,http://www1.nyc.gov/assets/lpc/images/content/designations/2515.jpg
Carroll Street Bridge,"",Bridge,"Infrastructure, bridge","","",Brooklyn,Carroll Gardens,spanning the Gowanus Canal,40.678223,-73.98929,Point,79,1286,0,0,0,559.04016,14664.476,http://www1.nyc.gov/assets/lpc/images/content/designations/1553.jpg
"Fort Hamilton Parkway Entrance and Green-Wood Cemetery Chapel, Green-Wood Cemetery","",Entrance Structures & Chapel,"Institutional, cemetery, religious","","",Brooklyn,Sunset Park,500 25th Street,40.64718,-73.98242,Point,169,1376,902,1,3009020001,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/1233.jpg
New York and New Jersey Telephone and Telegraph Building,"",Office Building,"Commercial, office building","","",Brooklyn,"Downtown Brooklyn, Boerum Hill",81 Willoughby Street,40.692406,-73.98597,Point,357,823,148,46,3001480046,436.2605,11883.235,http://www1.nyc.gov/assets/lpc/images/content/designations/2156.jpg
Brooklyn Institute of Arts and Sciences,now the Brooklyn Museum,Museum,"Institutional, museum","","",Brooklyn,Brooklyn,200 Eastern Parkway at Washington Avenue,40.670506,-73.96369,Point,689,1157,1183,26,3011830026,2982.979,522111.94,http://www1.nyc.gov/assets/lpc/images/content/designations/0155.jpg
East River Savings Bank,"",Bank,"Commercial, bank","","",Manhattan,Upper West Side,743 Amsterdam Avenue,40.794186,-73.96989,Point,989,655,1851,1,1018510001,438.48883,10999.956,http://www1.nyc.gov/assets/lpc/images/content/designations/1980.jpg
Bankers Trust Building,14 Wall Street Building,Office Building,"Commercial, office building","","",Manhattan,Battery Park City/Lower Manhattan,14 Wall Street,40.707638,-74.010765,Point,1528,393,46,9,1000460009,779.7114,36024.797,http://www1.nyc.gov/assets/lpc/images/content/designations/1949.jpg
The Cloisters,"",Museum,"Institutional, museum","Religious, cloister","",Manhattan,"Washington Heights, Inwood",Fort Tryon Park,40.86484,-73.93186,Point,669,1137,2179,701,1021790701,1076.752,41386.35,http://www1.nyc.gov/assets/lpc/images/content/designations/0835.jpg
287 Broadway Building,"",Store and Lofts,"Commercial, store and lofts","Retail, Residential","",Manhattan,Civic Center,287 Broadway,40.714714,-74.00624,Point,740,405,149,29,1001490029,258.20023,2802.4773,http://www1.nyc.gov/assets/lpc/images/content/designations/1649.jpg
Soldiers' and Sailors' Monument,"based on aerial photos\"","","",Monument,"Civic, monument",http://www1.nyc.gov/assets/lpc/images/content/designations/0932.jpg,2.12E+11,Riverside Drive at West 89th Street,40.792057,-73.97895,Point,32,1239,1254,1,1012540001,,,1897 - 1902
"Laboratory Administration Building, Brooklyn Botanic Garden","",Laboratory,"Institutional, botanic garden, research facility","","",Brooklyn,"",1000 Washington Avenue,40.66757,-73.96216,Point,659,1127,1183,1,3011830001,755.5063,18097.227,http://www1.nyc.gov/assets/lpc/images/content/designations/2214.jpg
Whitehall Ferry Terminal,now the Battery Maritime Building,Ferry Terminal,"Infrastructure, ferry terminal",Ferry Terminal,"",Manhattan,Battery Park,11 South Street,40.701057,-74.01172,Point,667,1135,2,2,1000020002,1088.3623,56371.973,http://www1.nyc.gov/assets/lpc/images/content/designations/0547.jpg
Graybar Building,"",Office Building,"Commercial, office building",Office Building,"",Manhattan,Midtown East,420 Lexington Avenue,40.75269,-73.975845,Point,186,0,1280,60,1012800060,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2554.jpg
Saint Patrick's Cathedral Complex,"",Church,"Religious, church, Roman Catholic","Church, Roman Catholic","",Manhattan,Midtown/Midtown South,Fifth Avenue between East 50th and 51st Street,40.758514,-73.97616,Point,907,573,1286,1,1012860001,1260.7456,87605.266,http://www1.nyc.gov/assets/lpc/images/content/designations/0267.jpg
Public School 48,"",School,"Civic, school","","",Queens,Jamaica,155-02 108th Avenue (aka 155-02 - 156-00; 108-01 - 108-03 155th Street),40.69401,-73.796555,Point,312,0,10144,42,4101440042,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2646.jpg
